"No.","Time","MACSrc","Source","PortSrc","Protocol","MACDest","Destination","PortDst","Info","Length"
"415127","8207.505018","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:ce:42:7f:cf","IntelCor_42:7f:cf","","Authentication, SN=299, FN=0, Flags=....R...","30"
"415128","8207.505759","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:ce:42:7f:cf","IntelCor_42:7f:cf","","Authentication, SN=299, FN=0, Flags=....R...","30"
"415129","8207.506464","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:ce:42:7f:cf","IntelCor_42:7f:cf","","Authentication, SN=299, FN=0, Flags=....R...","30"
"415130","8207.507190","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:ce:42:7f:cf","IntelCor_42:7f:cf","","Authentication, SN=299, FN=0, Flags=....R...","30"
"415131","8207.507936","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:ce:42:7f:cf","IntelCor_42:7f:cf","","Authentication, SN=299, FN=0, Flags=....R...","30"
"415132","8207.508642","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:ce:42:7f:cf","IntelCor_42:7f:cf","","Authentication, SN=299, FN=0, Flags=....R...","30"
"415133","8207.509408","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:ce:42:7f:cf","IntelCor_42:7f:cf","","Authentication, SN=299, FN=0, Flags=....R...","30"
"416503","8239.762332","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:0a:8c:91:1d:ae","Guardwar_91:1d:ae","","Authentication, SN=1977, FN=0, Flags=........","30"
"416504","8239.763008","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:0a:95:75:4b:15","Apple_75:4b:15","","Authentication, SN=1977, FN=0, Flags=....R...","30"
"423004","8385.030186","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3895, FN=0, Flags=........","30"
"423005","8385.031663","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3895, FN=0, Flags=....R...","30"
"423006","8385.033632","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3895, FN=0, Flags=....R...","30"
"423007","8385.034318","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3895, FN=0, Flags=....R...","30"
"423008","8385.035044","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3895, FN=0, Flags=....R...","30"
"423009","8385.035850","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3895, FN=0, Flags=....R...","30"
"423011","8385.037585","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3895, FN=0, Flags=....R...","30"
"423012","8385.038312","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3895, FN=0, Flags=....R...","30"
"423018","8385.136683","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3903, FN=0, Flags=........","30"
"423019","8385.137339","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3903, FN=0, Flags=....R...","30"
"423020","8385.137939","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3903, FN=0, Flags=....R...","30"
"423021","8385.140279","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3903, FN=0, Flags=....R...","30"
"423022","8385.141046","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3903, FN=0, Flags=....R...","30"
"423023","8385.141832","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3903, FN=0, Flags=....R...","30"
"423024","8385.142618","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3903, FN=0, Flags=....R...","30"
"423025","8385.143304","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3903, FN=0, Flags=....R...","30"
"429350","8451.686295","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=797, FN=0, Flags=........","30"
"429351","8451.687772","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=797, FN=0, Flags=....R...","30"
"429352","8451.688453","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=797, FN=0, Flags=....R...","30"
"429353","8451.689279","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=797, FN=0, Flags=....R...","30"
"429354","8451.690025","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=797, FN=0, Flags=....R...","30"
"429355","8451.690831","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=797, FN=0, Flags=....R...","30"
"429356","8451.691616","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=797, FN=0, Flags=....R...","30"
"429357","8451.692341","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=797, FN=0, Flags=....R...","30"
"429358","8451.751199","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=799, FN=0, Flags=........","30"
"429359","8451.752327","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=799, FN=0, Flags=....R...","30"
"429360","8451.753675","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=799, FN=0, Flags=....R...","30"
"429361","8451.754420","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=799, FN=0, Flags=....R...","30"
"429362","8451.755146","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=799, FN=0, Flags=....R...","30"
"429363","8451.755953","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=799, FN=0, Flags=....R...","30"
"429364","8451.756678","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=799, FN=0, Flags=....R...","30"
"429365","8451.757363","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=799, FN=0, Flags=....R...","30"
"429441","8451.967696","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=807, FN=0, Flags=........","30"
"429442","8451.968412","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=807, FN=0, Flags=....R...","30"
"429443","8451.969013","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=807, FN=0, Flags=....R...","30"
"429444","8451.971146","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=807, FN=0, Flags=....R...","30"
"429445","8451.971952","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=807, FN=0, Flags=....R...","30"
"429446","8451.972637","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=807, FN=0, Flags=....R...","30"
"429447","8451.973462","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=807, FN=0, Flags=....R...","30"
"429448","8451.974228","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=807, FN=0, Flags=....R...","30"
"429451","8452.067536","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=811, FN=0, Flags=........","30"
"429452","8452.068152","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=811, FN=0, Flags=....R...","30"
"429453","8452.068773","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=811, FN=0, Flags=....R...","30"
"429454","8452.069479","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=811, FN=0, Flags=....R...","30"
"429455","8452.070224","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=811, FN=0, Flags=....R...","30"
"429456","8452.070989","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=811, FN=0, Flags=....R...","30"
"429457","8452.073093","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=811, FN=0, Flags=....R...","30"
"429458","8452.074646","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=811, FN=0, Flags=....R...","30"
"429461","8452.120063","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=814, FN=0, Flags=........","30"
"429462","8452.121492","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=814, FN=0, Flags=....R...","30"
"429463","8452.122233","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=814, FN=0, Flags=....R...","30"
"429464","8452.124550","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=814, FN=0, Flags=....R...","30"
"429465","8452.125276","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=814, FN=0, Flags=....R...","30"
"429466","8452.126121","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=814, FN=0, Flags=....R...","30"
"429467","8452.126867","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=814, FN=0, Flags=....R...","30"
"429468","8452.128799","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=814, FN=0, Flags=....R...","30"
"429535","8454.148654","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=901, FN=0, Flags=........","30"
"429536","8454.149349","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=901, FN=0, Flags=....R...","30"
"429537","8454.149990","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=901, FN=0, Flags=....R...","30"
"429538","8454.150716","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=901, FN=0, Flags=....R...","30"
"429539","8454.151542","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=901, FN=0, Flags=....R...","30"
"429540","8454.152533","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=901, FN=0, Flags=....R...","30"
"429541","8454.154780","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=901, FN=0, Flags=....R...","30"
"429542","8454.155486","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=901, FN=0, Flags=....R...","30"
"429546","8454.213725","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=905, FN=0, Flags=........","30"
"429547","8454.214577","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=905, FN=0, Flags=....R...","30"
"429548","8454.215318","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=905, FN=0, Flags=....R...","30"
"429549","8454.216124","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=905, FN=0, Flags=....R...","30"
"429550","8454.217666","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=905, FN=0, Flags=....R...","30"
"429551","8454.218472","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=905, FN=0, Flags=....R...","30"
"429552","8454.219218","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=905, FN=0, Flags=....R...","30"
"429553","8454.219943","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=905, FN=0, Flags=....R...","30"
"431552","8519.078850","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3368, FN=0, Flags=........","30"
"431553","8519.079506","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3368, FN=0, Flags=....R...","30"
"431554","8519.080167","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3368, FN=0, Flags=....R...","30"
"431555","8519.082093","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3368, FN=0, Flags=....R...","30"
"431556","8519.082900","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3368, FN=0, Flags=....R...","30"
"431557","8519.083686","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3368, FN=0, Flags=....R...","30"
"431558","8519.084492","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3368, FN=0, Flags=....R...","30"
"431559","8519.085258","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3368, FN=0, Flags=....R...","30"
"431845","8525.415869","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3599, FN=0, Flags=........","30"
"431846","8525.416445","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3599, FN=0, Flags=....R...","30"
"431847","8525.417046","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3599, FN=0, Flags=....R...","30"
"431848","8525.417752","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3599, FN=0, Flags=....R...","30"
"431849","8525.418558","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3599, FN=0, Flags=....R...","30"
"431850","8525.419323","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3599, FN=0, Flags=....R...","30"
"431851","8525.420108","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3599, FN=0, Flags=....R...","30"
"431852","8525.420893","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3599, FN=0, Flags=....R...","30"
"432309","8528.384361","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3688, FN=0, Flags=........","30"
"432310","8528.384997","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3688, FN=0, Flags=....R...","30"
"432311","8528.385737","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3688, FN=0, Flags=....R...","30"
"432312","8528.386504","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3688, FN=0, Flags=....R...","30"
"432313","8528.387250","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3688, FN=0, Flags=....R...","30"
"432314","8528.388015","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3688, FN=0, Flags=....R...","30"
"432315","8528.388760","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3688, FN=0, Flags=....R...","30"
"432316","8528.395246","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3688, FN=0, Flags=....R...","30"
"436476","8587.877984","00:0b:7d:c6:32:25","SolomonE_c6:32:25","","802.11","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","Authentication, SN=23, FN=0, Flags=........","38"
"436477","8587.878917","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:0b:7d:c6:32:25","SolomonE_c6:32:25","","Authentication, SN=1957, FN=0, Flags=........","30"
"436677","8591.306991","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2112, FN=0, Flags=........","30"
"436678","8591.307627","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2112, FN=0, Flags=....R...","30"
"436679","8591.308348","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2112, FN=0, Flags=....R...","30"
"436680","8591.309034","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2112, FN=0, Flags=....R...","30"
"436681","8591.309799","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2112, FN=0, Flags=....R...","30"
"436682","8591.310624","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2112, FN=0, Flags=....R...","30"
"436683","8591.311309","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2112, FN=0, Flags=....R...","30"
"436684","8591.312054","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2112, FN=0, Flags=....R...","30"
"436692","8591.468169","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2119, FN=0, Flags=........","30"
"436693","8591.468845","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2119, FN=0, Flags=....R...","30"
"436694","8591.469506","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2119, FN=0, Flags=....R...","30"
"436695","8591.470312","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2119, FN=0, Flags=....R...","30"
"436696","8591.472694","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2119, FN=0, Flags=....R...","30"
"436697","8591.473479","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2119, FN=0, Flags=....R...","30"
"436698","8591.474204","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2119, FN=0, Flags=....R...","30"
"436699","8591.474929","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2119, FN=0, Flags=....R...","30"
"436702","8591.571751","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2122, FN=0, Flags=........","30"
"436703","8591.572367","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2122, FN=0, Flags=....R...","30"
"436704","8591.572988","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2122, FN=0, Flags=....R...","30"
"436705","8591.575285","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2122, FN=0, Flags=....R...","30"
"436706","8591.576031","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2122, FN=0, Flags=....R...","30"
"436707","8591.576856","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2122, FN=0, Flags=....R...","30"
"436708","8591.577581","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2122, FN=0, Flags=....R...","30"
"436709","8591.578326","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2122, FN=0, Flags=....R...","30"
"436718","8591.772160","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2131, FN=0, Flags=........","30"
"436719","8591.772836","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2131, FN=0, Flags=....R...","30"
"436720","8591.773557","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2131, FN=0, Flags=....R...","30"
"436721","8591.774303","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2131, FN=0, Flags=....R...","30"
"436722","8591.775090","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2131, FN=0, Flags=....R...","30"
