"No.","Time","MACSrc","Source","PortSrc","Protocol","MACDest","Destination","PortDst","Info","Length"
"365","31.864835","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2738, FN=0, Flags=........","30"
"366","31.866037","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2738, FN=0, Flags=....R...","30"
"367","31.866633","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2738, FN=0, Flags=....R...","30"
"368","31.867317","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2738, FN=0, Flags=....R...","30"
"369","31.868055","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2738, FN=0, Flags=....R...","30"
"1137","95.833701","00:16:6f:4d:0d:10","IntelCor_4d:0d:10","","802.11","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","Authentication, SN=1507, FN=0, Flags=........","30"
"1138","95.834509","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:16:6f:4d:0d:10","IntelCor_4d:0d:10","","Authentication, SN=4067, FN=0, Flags=........","30"
"1639","118.163002","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=672, FN=0, Flags=........","30"
"1640","118.163575","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=672, FN=0, Flags=....R...","30"
"1641","118.164202","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=672, FN=0, Flags=....R...","30"
"1642","118.164895","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=672, FN=0, Flags=....R...","30"
"1643","118.165623","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=672, FN=0, Flags=....R...","30"
"1644","118.166360","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=672, FN=0, Flags=....R...","30"
"1646","118.167356","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=672, FN=0, Flags=....R...","30"
"1647","118.168094","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=672, FN=0, Flags=....R...","30"
"1652","118.397668","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=680, FN=0, Flags=........","30"
"1653","118.398296","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=680, FN=0, Flags=....R...","30"
"1654","118.398913","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=680, FN=0, Flags=....R...","30"
"1655","118.399597","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=680, FN=0, Flags=....R...","30"
"1656","118.400316","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=680, FN=0, Flags=....R...","30"
"1765","120.838520","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:12:f0:10:1b:6d","IntelCor_10:1b:6d","","Authentication, SN=754, FN=0, Flags=........","30"
"1766","120.839112","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:12:f0:10:1b:6d","IntelCor_10:1b:6d","","Authentication, SN=754, FN=0, Flags=....R...","30"
"9152","327.980451","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3310, FN=0, Flags=........","30"
"9153","327.981567","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3310, FN=0, Flags=....R...","30"
"9154","327.982695","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3310, FN=0, Flags=....R...","30"
"9155","327.984226","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3310, FN=0, Flags=....R...","30"
"9156","327.984965","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3310, FN=0, Flags=....R...","30"
"9157","327.985640","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3310, FN=0, Flags=....R...","30"
"9158","327.987638","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3310, FN=0, Flags=....R...","30"
"9159","327.988359","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3310, FN=0, Flags=....R...","30"
"19255","936.955634","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1622, FN=0, Flags=........","30"
"19256","936.956235","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1622, FN=0, Flags=....R...","30"
"19257","936.956861","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1622, FN=0, Flags=....R...","30"
"19482","940.836655","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1785, FN=0, Flags=........","30"
"19483","940.837265","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1785, FN=0, Flags=....R...","30"
"19484","940.837891","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1785, FN=0, Flags=....R...","30"
"19485","940.838568","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1785, FN=0, Flags=....R...","30"
"19486","940.839727","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1785, FN=0, Flags=....R...","30"
"19487","940.840411","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1785, FN=0, Flags=....R...","30"
"19488","940.841177","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1785, FN=0, Flags=....R...","30"
"21247","989.473411","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=........","30"
"21248","989.473938","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"21249","989.474492","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"21250","989.475006","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"21251","989.475538","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"21252","989.476078","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"21253","989.476506","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"21254","989.477102","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"21255","989.477799","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"21256","989.479142","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"21260","989.481424","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"21261","989.482004","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"21262","989.482610","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"21263","989.483251","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"21264","989.483833","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"21265","989.484429","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=3753, FN=0, Flags=....R...","30"
"28034","1167.990610","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2496, FN=0, Flags=........","30"
"28035","1167.996431","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2496, FN=0, Flags=....R...","30"
"28036","1167.997027","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2496, FN=0, Flags=....R...","30"
"28037","1167.998129","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2496, FN=0, Flags=....R...","30"
"28038","1167.999242","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2496, FN=0, Flags=....R...","30"
"28039","1167.999917","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2496, FN=0, Flags=....R...","30"
"28040","1168.000655","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2496, FN=0, Flags=....R...","30"
"28041","1168.001357","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2496, FN=0, Flags=....R...","30"
"28116","1168.123324","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2501, FN=0, Flags=........","30"
"28117","1168.123954","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2501, FN=0, Flags=....R...","30"
"28118","1168.124561","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2501, FN=0, Flags=....R...","30"
"28119","1168.126632","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2501, FN=0, Flags=....R...","30"
"28120","1168.127308","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2501, FN=0, Flags=....R...","30"
"28121","1168.129180","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2501, FN=0, Flags=....R...","30"
"28122","1168.129891","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2501, FN=0, Flags=....R...","30"
"28123","1168.130602","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2501, FN=0, Flags=....R...","30"
"28126","1168.231340","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2505, FN=0, Flags=........","30"
"28127","1168.231959","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2505, FN=0, Flags=....R...","30"
"28128","1168.232556","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2505, FN=0, Flags=....R...","30"
"28129","1168.233295","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2505, FN=0, Flags=....R...","30"
"28130","1168.233987","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2505, FN=0, Flags=....R...","30"
"28131","1168.235038","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2505, FN=0, Flags=....R...","30"
"28132","1168.235776","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2505, FN=0, Flags=....R...","30"
"28133","1168.236486","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2505, FN=0, Flags=....R...","30"
"28259","1172.497116","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2652, FN=0, Flags=........","30"
"28260","1172.497744","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2652, FN=0, Flags=....R...","30"
"28261","1172.498361","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2652, FN=0, Flags=....R...","30"
"28335","1172.632967","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2657, FN=0, Flags=........","30"
"28336","1172.633595","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2657, FN=0, Flags=....R...","30"
"28337","1172.634248","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2657, FN=0, Flags=....R...","30"
"28338","1172.634977","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2657, FN=0, Flags=....R...","30"
"28339","1172.635652","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2657, FN=0, Flags=....R...","30"
"28340","1172.636389","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2657, FN=0, Flags=....R...","30"
"28341","1172.637126","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2657, FN=0, Flags=....R...","30"
"28342","1172.637846","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2657, FN=0, Flags=....R...","30"
"28478","1174.532209","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2729, FN=0, Flags=........","30"
"28479","1174.532837","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2729, FN=0, Flags=....R...","30"
"28480","1174.533463","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2729, FN=0, Flags=....R...","30"
"28481","1174.534180","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2729, FN=0, Flags=....R...","30"
"28482","1174.534891","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2729, FN=0, Flags=....R...","30"
"28483","1174.535602","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2729, FN=0, Flags=....R...","30"
"28484","1174.536278","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2729, FN=0, Flags=....R...","30"
"28485","1174.536954","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2729, FN=0, Flags=....R...","30"
"28492","1174.648875","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2736, FN=0, Flags=........","30"
"28493","1174.649926","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2736, FN=0, Flags=....R...","30"
"28494","1174.650552","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2736, FN=0, Flags=....R...","30"
"28495","1174.651280","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2736, FN=0, Flags=....R...","30"
"28496","1174.651955","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2736, FN=0, Flags=....R...","30"
"28497","1174.652647","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2736, FN=0, Flags=....R...","30"
"28498","1174.653357","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2736, FN=0, Flags=....R...","30"
"28499","1174.654049","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2736, FN=0, Flags=....R...","30"
"28500","1174.698582","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2738, FN=0, Flags=........","30"
"28501","1174.699165","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2738, FN=0, Flags=....R...","30"
"28502","1174.699827","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2738, FN=0, Flags=....R...","30"
"28503","1174.700511","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2738, FN=0, Flags=....R...","30"
"28504","1174.701248","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2738, FN=0, Flags=....R...","30"
"28505","1174.701967","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2738, FN=0, Flags=....R...","30"
"28506","1174.702686","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2738, FN=0, Flags=....R...","30"
"28507","1174.703361","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2738, FN=0, Flags=....R...","30"
"28513","1174.749159","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2743, FN=0, Flags=........","30"
"28514","1174.749769","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2743, FN=0, Flags=....R...","30"
"28515","1174.750422","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2743, FN=0, Flags=....R...","30"
"28516","1174.751098","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2743, FN=0, Flags=....R...","30"
"28517","1174.751780","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2743, FN=0, Flags=....R...","30"
"28518","1174.752472","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2743, FN=0, Flags=....R...","30"
"28519","1174.753209","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2743, FN=0, Flags=....R...","30"
"28520","1174.753919","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2743, FN=0, Flags=....R...","30"
"39334","1482.792031","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1570, FN=0, Flags=........","30"
"39335","1482.792623","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1570, FN=0, Flags=....R...","30"
"39336","1482.793231","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1570, FN=0, Flags=....R...","30"
"39337","1482.793925","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1570, FN=0, Flags=....R...","30"
"39338","1482.794635","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1570, FN=0, Flags=....R...","30"
"39339","1482.795328","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1570, FN=0, Flags=....R...","30"
"39340","1482.796021","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:2b:16:f2","Apple_2b:16:f2","","Authentication, SN=1570, FN=0, Flags=....R...","30"
"48102","1740.201942","00:16:6f:4d:0d:10","IntelCor_4d:0d:10","","802.11","71:0d:34:1f:29:13","71:0d:34:1f:29:13","","Authentication, SN=3098, FN=0, Flags=.p.PRM..[Malformed Packet]","24"
"48205","1743.277478","00:16:6f:3e:d3:6f","IntelCor_3e:d3:6f","","802.11","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","Authentication, SN=3128, FN=0, Flags=..mPR.F.[Malformed Packet]","24"
"48323","1747.630382","00:16:6f:4d:0d:10","IntelCor_4d:0d:10","","802.11","34:5d:45:a8:d5:78","34:5d:45:a8:d5:78","","Authentication, SN=1208, FN=4, Flags=..m.R.F.[Malformed Packet]","24"
"49181","1776.583192","00:16:6f:4d:0d:10","IntelCor_4d:0d:10","","802.11","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","Authentication, SN=3453, FN=0, Flags=o.m.R.F.[Malformed Packet]","24"
"49393","1784.233179","de:9b:3b:0b:84:73","de:9b:3b:0b:84:73","","802.11","28:ea:75:22:a7:36","28:ea:75:22:a7:36","","Authentication, SN=2632, FN=0, Flags=..mPR.F.[Malformed Packet]","24"
"51757","1868.120935","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2443, FN=0, Flags=........","30"
"51758","1868.121545","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=2443, FN=0, Flags=....R...","30"
