0,	6.642066420664206
1,	7.380073800738008
2,	9.59409594095941
3,	11.808118081180812
4,	13.284132841328413
5,	17.343173431734318
6,	19.92619926199262
7,	22.509225092250922
8,	24.723247232472325
9,	27.30627306273063
10,	31.73431734317343
11,	34.31734317343174
12,	35.79335793357934
13,	38.00738007380074
14,	39.48339483394834
15,	40.95940959409594
16,	42.435424354243544
17,	43.542435424354245
18,	46.125461254612546
19,	47.23247232472325
20,	49.07749077490775
21,	50.18450184501845
22,	53.505535055350556
23,	56.82656826568266
24,	57.93357933579336
25,	59.40959409594096
26,	60.51660516605166
27,	62.730627306273064
28,	63.09963099630996
29,	63.837638376383765
31,	65.68265682656826
32,	66.42066420664207
33,	67.89667896678966
34,	68.26568265682657
35,	69.37269372693727
36,	70.47970479704797
37,	70.84870848708488
38,	71.58671586715867
39,	71.95571955719558
40,	73.80073800738008
41,	74.16974169741698
42,	75.27675276752767
43,	76.38376383763837
45,	76.75276752767527
46,	77.49077490774907
47,	77.85977859778598
49,	78.96678966789668
50,	80.44280442804428
51,	81.18081180811808
52,	81.54981549815498
55,	81.91881918819188
56,	82.28782287822878
57,	83.02583025830258
58,	84.13284132841328
61,	84.50184501845018
63,	84.87084870848709
64,	85.23985239852398
65,	85.60885608856088
68,	86.34686346863468
72,	86.71586715867159
73,	87.45387453874538
75,	88.56088560885608
77,	88.92988929889299
80,	89.2988929889299
87,	89.66789667896678
89,	90.03690036900369
96,	90.77490774907749
99,	91.14391143911439
100,	91.5129151291513
102,	91.88191881918819
107,	92.25092250922509
108,	92.619926199262
112,	93.35793357933579
114,	93.7269372693727
115,	94.4649446494465
122,	95.20295202952029
124,	95.9409594095941
127,	96.30996309963099
138,	96.6789667896679
140,	97.0479704797048
151,	97.41697416974169
154,	97.7859778597786
196,	98.1549815498155
200,	98.5239852398524
201,	98.8929889298893
239,	99.2619926199262
257,	99.6309963099631
345,	100
